order_id,items_used,balance_spent,order_date
21887,Iced Thai Tea (add Pudding); Coffee Crema (add Pudding); Strawberry Matcha (add Boba Pearls); Tiger Boba; Thai Pearl Milk Tea,34.75,2025-02-22 12:51:00
21888,Green Tea (add Pudding); Pearl Milk Tea (add Ice Cream); Lemonade,17.4,2025-02-22 13:15:00
21889,Coffee Milk Tea (add Honey Jelly); Fresh Matcha; Oolong Tea,17.9,2025-02-22 13:24:45
21890,Lemonade; Halo Halo; Black Tea; Green Tea,21.45,2025-02-22 13:33:00
21891,Fresh Matcha (add Honey Jelly); Coffee Milk Tea (add Ice Cream); Oolong Tea (add Boba Pearls); Halo Halo,26.6,2025-02-22 13:35:15
21892,Strawberry Matcha; Oolong Tea; Peach Tea; Coffee Crema,23.9,2025-02-22 14:21:00
21893,Peach Tea; Green Honey Tea; Black Tea; Black Honey Tea; Green Honey Tea,25.45,2025-02-22 14:40:30
21894,Tiger Boba (add Boba Pearls); Black Tea,11.9,2025-02-22 15:13:30
21895,Black Honey Tea,4.85,2025-02-22 15:17:15
21896,Pearl Milk Tea,5.8,2025-02-22 15:45:45
21897,Lemonade,5.2,2025-02-22 15:54:00
21898,Tiger Boba; Peach Tea,12.75,2025-02-22 16:42:00
21899,Black Tea (add Honey Jelly); Halo Halo (add Honey Jelly); Coffee Crema,19.6,2025-02-23 09:00:00
21900,Peach Tea (add Pudding); Peach Tea; Coffee Crema,19.75,2025-02-23 09:01:30
21901,Coffee Crema (add Boba Pearls); Lemonade (add Honey Jelly); Peach Tea,19.45,2025-02-23 09:02:15
21902,Oolong Tea (add Boba Pearls); Fresh Matcha; Halo Halo; Black Honey Tea,23.45,2025-02-23 09:07:30
21903,Halo Halo (add Boba Pearls); Green Honey Tea (add Boba Pearls); Strawberry Matcha,19.8,2025-02-23 09:09:00
21904,Fresh Matcha (add Boba Pearls); Black Honey Tea (add Honey Jelly); Pearl Milk Tea; Coffee Crema,24.9,2025-02-23 09:09:45
21905,Tiger Boba (add Pudding); Coffee Milk Tea; Peach Tea; Peach Tea; Coffee Milk Tea,32.25,2025-02-23 09:11:15
21906,Green Tea (add Boba Pearls); Thai Pearl Milk Tea (add Pudding); Tiger Boba,18.9,2025-02-23 09:12:45
21907,Strawberry Matcha (add Ice Cream); Halo Halo,14.45,2025-02-23 09:14:15
21908,Lemonade (add Boba Pearls); Strawberry Matcha; Black Tea; Peach Tea; Pearl Milk Tea,29.15,2025-02-23 09:15:00
21909,Peach Tea (add Pudding); Tiger Boba (add Ice Cream); Pearl Milk Tea; Fresh Matcha,26.55,2025-02-23 09:16:30
21910,Coffee Milk Tea (add Honey Jelly); Green Tea (add Honey Jelly); Iced Thai Tea (add Honey Jelly); Green Honey Tea,24.75,2025-02-23 09:17:15
21911,Black Tea (add Boba Pearls); Green Tea (add Pudding); Black Tea,15.45,2025-02-23 09:18:45
21912,Peach Tea (add Boba Pearls); Iced Thai Tea; Tiger Boba; Pearl Milk Tea; Coffee Crema,32.55,2025-02-23 09:19:30
21913,Fresh Matcha; Pearl Milk Tea; Green Honey Tea; Coffee Crema,23.4,2025-02-23 09:21:45
21914,Black Tea; Black Tea; Green Honey Tea; Halo Halo,21.1,2025-02-23 09:24:45
21915,Strawberry Matcha (add Honey Jelly); Coffee Milk Tea (add Ice Cream); Lemonade; Green Tea; Peach Tea,30.6,2025-02-23 09:27:00
21916,Black Honey Tea (add Honey Jelly); Coffee Crema (add Boba Pearls); Iced Thai Tea; Fresh Matcha,25.85,2025-02-23 09:28:30
21917,Coffee Milk Tea (add Pudding); Thai Pearl Milk Tea (add Honey Jelly); Iced Thai Tea (add Honey Jelly); Strawberry Matcha; Green Honey Tea,32.85,2025-02-23 09:29:15
21918,Fresh Matcha (add Honey Jelly); Green Honey Tea,11.85,2025-02-23 09:30:45
21919,Fresh Matcha (add Boba Pearls); Green Tea,11.65,2025-02-23 09:33:00
21920,Black Honey Tea,4.85,2025-02-23 09:33:45
21921,Fresh Matcha (add Boba Pearls); Strawberry Matcha,13.5,2025-02-23 09:34:30
21922,Coffee Crema (add Boba Pearls); Coffee Milk Tea,13.5,2025-02-23 09:36:00
21923,Coffee Crema (add Pudding); Oolong Tea (add Honey Jelly); Halo Halo (add Pudding); Strawberry Matcha; Black Tea,31.5,2025-02-23 09:36:45
21924,Fresh Matcha,6.25,2025-02-23 09:37:30
21925,Fresh Matcha; Lemonade; Tiger Boba; Iced Thai Tea; Black Tea,29.35,2025-02-23 09:38:15
21926,Pearl Milk Tea; Fresh Matcha; Tiger Boba,18.55,2025-02-23 09:43:30
21927,Halo Halo; Peach Tea; Strawberry Matcha,19.7,2025-02-23 09:45:00
21928,Peach Tea (add Ice Cream); Black Tea (add Honey Jelly); Green Honey Tea (add Pudding); Iced Thai Tea,25.0,2025-02-23 09:45:45
21929,Green Honey Tea; Coffee Crema; Coffee Crema,17.85,2025-02-23 09:46:30
21930,Green Tea (add Pudding); Black Honey Tea,10.25,2025-02-23 09:47:15
21931,Tiger Boba; Pearl Milk Tea; Coffee Milk Tea; Peach Tea; Coffee Crema,31.3,2025-02-23 09:48:45
21932,Strawberry Matcha (add Pudding); Black Honey Tea (add Boba Pearls); Oolong Tea; Black Tea; Peach Tea,28.4,2025-02-23 09:51:00
21933,Coffee Crema (add Boba Pearls); Strawberry Matcha; Green Honey Tea; Halo Halo,25.55,2025-02-23 09:51:45
21934,Black Tea; Coffee Crema; Lemonade; Peach Tea; Iced Thai Tea,29.35,2025-02-23 09:53:15
21935,Pearl Milk Tea (add Boba Pearls); Iced Thai Tea (add Ice Cream); Iced Thai Tea,21.05,2025-02-23 09:54:00
21936,Black Honey Tea (add Honey Jelly); Coffee Milk Tea (add Boba Pearls); Tiger Boba,19.1,2025-02-23 09:55:30
21937,Black Tea (add Honey Jelly); Halo Halo (add Honey Jelly); Fresh Matcha (add Boba Pearls); Oolong Tea,24.75,2025-02-23 09:56:15
21938,Coffee Milk Tea (add Ice Cream); Lemonade (add Boba Pearls); Tiger Boba,19.7,2025-02-23 09:59:15
21939,Thai Pearl Milk Tea (add Boba Pearls); Black Honey Tea; Green Honey Tea,16.7,2025-02-23 10:00:00
21940,Fresh Matcha (add Honey Jelly); Fresh Matcha,13.25,2025-02-23 10:01:30
21941,Green Tea (add Pudding); Thai Pearl Milk Tea (add Pudding); Pearl Milk Tea; Fresh Matcha,24.45,2025-02-23 10:02:15
21942,Thai Pearl Milk Tea; Oolong Tea,10.9,2025-02-23 10:03:45
21943,Green Tea; Peach Tea; Oolong Tea; Lemonade; Iced Thai Tea,27.5,2025-02-23 10:04:30
21944,Green Honey Tea; Green Honey Tea,9.7,2025-02-23 10:05:15
21945,Iced Thai Tea,6.75,2025-02-23 10:06:45
21946,Iced Thai Tea,6.75,2025-02-23 10:10:30
21947,Strawberry Matcha,6.5,2025-02-23 10:12:00
21948,Fresh Matcha (add Pudding); Strawberry Matcha (add Ice Cream); Pearl Milk Tea (add Ice Cream); Halo Halo,28.25,2025-02-23 10:15:00
21949,Halo Halo,6.95,2025-02-23 10:16:30
21950,Green Honey Tea,4.85,2025-02-23 10:18:45
21951,Coffee Crema (add Honey Jelly); Lemonade (add Ice Cream); Strawberry Matcha (add Honey Jelly); Peach Tea,26.95,2025-02-23 10:20:15
21952,Halo Halo (add Pudding); Coffee Crema,14.2,2025-02-23 10:22:30
21953,Halo Halo (add Ice Cream); Black Tea (add Pudding); Coffee Milk Tea (add Boba Pearls); Iced Thai Tea; Lemonade,32.3,2025-02-23 10:24:00
21954,Strawberry Matcha (add Ice Cream); Oolong Tea (add Boba Pearls); Iced Thai Tea (add Pudding); Thai Pearl Milk Tea,26.65,2025-02-23 10:27:00
21955,Peach Tea (add Honey Jelly); Iced Thai Tea (add Ice Cream); Coffee Crema; Peach Tea; Green Honey Tea,32.35,2025-02-23 10:27:45
21956,Thai Pearl Milk Tea; Pearl Milk Tea; Iced Thai Tea; Tiger Boba,25.3,2025-02-23 10:28:30
21957,Coffee Milk Tea (add Pudding); Green Tea (add Ice Cream); Halo Halo; Green Honey Tea; Thai Pearl Milk Tea,30.7,2025-02-23 10:30:00
21958,Black Tea; Green Honey Tea; Green Honey Tea,14.35,2025-02-23 10:32:15
21959,Strawberry Matcha,6.5,2025-02-23 10:33:00
21960,Coffee Milk Tea,6.25,2025-02-23 10:34:30
21961,Tiger Boba; Lemonade; Thai Pearl Milk Tea; Fresh Matcha,24.2,2025-02-23 10:36:00
21962,Strawberry Matcha,6.5,2025-02-23 10:36:45
21963,Black Tea (add Boba Pearls); Black Tea; Iced Thai Tea,16.8,2025-02-23 10:37:30
21964,Green Tea (add Ice Cream); Halo Halo,12.6,2025-02-23 10:39:00
21965,Halo Halo (add Ice Cream); Strawberry Matcha (add Honey Jelly); Pearl Milk Tea (add Boba Pearls); Coffee Crema,28.25,2025-02-23 10:40:30
21966,Coffee Crema; Peach Tea; Halo Halo,19.7,2025-02-23 10:41:15
21967,Iced Thai Tea; Fresh Matcha; Halo Halo; Peach Tea; Black Honey Tea,31.05,2025-02-23 10:46:30
21968,Black Tea (add Pudding); Thai Pearl Milk Tea; Strawberry Matcha; Coffee Crema; Coffee Crema,31.15,2025-02-23 10:48:00
21969,Green Tea (add Ice Cream); Oolong Tea (add Pudding); Coffee Milk Tea (add Ice Cream); Coffee Milk Tea; Coffee Milk Tea,30.8,2025-02-23 10:48:45
21970,Black Honey Tea (add Pudding); Lemonade (add Pudding); Halo Halo,18.5,2025-02-23 10:52:30
21971,Coffee Crema (add Honey Jelly); Tiger Boba; Coffee Crema,20.25,2025-02-23 10:54:00
21972,Strawberry Matcha (add Pudding); Pearl Milk Tea,13.05,2025-02-23 10:54:45
21973,Fresh Matcha (add Honey Jelly); Black Honey Tea (add Pudding); Black Honey Tea; Lemonade,22.65,2025-02-23 10:56:15
21974,Green Tea (add Ice Cream); Coffee Crema; Pearl Milk Tea; Coffee Crema; Black Tea,29.1,2025-02-23 10:57:45
21975,Green Tea (add Pudding); Black Honey Tea (add Honey Jelly); Iced Thai Tea,17.75,2025-02-23 10:58:30
21976,Coffee Milk Tea (add Ice Cream); Black Tea (add Pudding); Fresh Matcha; Lemonade; Coffee Crema,30.6,2025-02-23 10:59:15
21977,Strawberry Matcha,6.5,2025-02-23 11:00:45
21978,Green Honey Tea (add Honey Jelly); Black Honey Tea (add Ice Cream); Pearl Milk Tea (add Honey Jelly); Pearl Milk Tea,23.8,2025-02-23 11:01:30
21979,Strawberry Matcha (add Pudding); Peach Tea; Thai Pearl Milk Tea,19.75,2025-02-23 11:02:15
21980,Tiger Boba (add Pudding); Oolong Tea; Halo Halo,18.85,2025-02-23 11:03:00
21981,Strawberry Matcha,6.5,2025-02-23 11:05:15
21982,Green Tea,4.65,2025-02-23 11:08:15
21983,Green Tea,4.65,2025-02-23 11:09:45
21984,Iced Thai Tea (add Ice Cream); Iced Thai Tea (add Pudding); Coffee Crema,21.75,2025-02-23 11:10:30
21985,Strawberry Matcha; Iced Thai Tea; Black Honey Tea; Black Tea,22.75,2025-02-23 11:12:45
21986,Tiger Boba; Strawberry Matcha; Green Honey Tea; Thai Pearl Milk Tea; Black Honey Tea,28.95,2025-02-23 11:14:15
21987,Green Tea; Thai Pearl Milk Tea; Black Tea; Green Tea; Halo Halo,27.15,2025-02-23 11:18:45
21988,Peach Tea,6.25,2025-02-23 11:20:15
21989,Halo Halo (add Boba Pearls); Pearl Milk Tea; Oolong Tea,18.15,2025-02-23 11:21:45
21990,Lemonade (add Boba Pearls); Coffee Crema,12.45,2025-02-23 11:23:15
21991,Lemonade; Thai Pearl Milk Tea; Halo Halo,18.4,2025-02-23 11:25:30
21992,Thai Pearl Milk Tea (add Boba Pearls); Strawberry Matcha,13.5,2025-02-23 11:26:15
21993,Halo Halo (add Pudding); Tiger Boba (add Honey Jelly); Black Honey Tea; Black Honey Tea,24.65,2025-02-23 11:27:00
21994,Pearl Milk Tea (add Honey Jelly); Peach Tea; Thai Pearl Milk Tea,19.05,2025-02-23 11:27:45
21995,Coffee Crema; Coffee Crema; Green Tea; Halo Halo; Oolong Tea,29.25,2025-02-23 11:28:30
21996,Coffee Milk Tea; Coffee Crema; Oolong Tea; Green Tea,22.05,2025-02-23 11:29:15
21997,Black Honey Tea (add Boba Pearls); Tiger Boba,12.1,2025-02-23 11:30:00
21998,Thai Pearl Milk Tea,6.25,2025-02-23 11:33:00
21999,Oolong Tea; Iced Thai Tea; Iced Thai Tea; Coffee Milk Tea,24.4,2025-02-23 11:34:30
22000,Black Honey Tea; Fresh Matcha; Halo Halo,18.05,2025-02-23 11:35:15
22001,Iced Thai Tea (add Ice Cream); Coffee Crema; Green Tea,18.9,2025-02-23 11:39:00
22002,Tiger Boba,6.5,2025-02-23 11:41:15
22003,Halo Halo (add Pudding); Green Tea (add Honey Jelly); Iced Thai Tea (add Boba Pearls); Green Tea,25.25,2025-02-23 11:42:00
22004,Green Honey Tea,4.85,2025-02-23 11:44:15
22005,Lemonade,5.2,2025-02-23 11:45:00
22006,Oolong Tea (add Boba Pearls); Halo Halo (add Honey Jelly); Strawberry Matcha,19.6,2025-02-23 11:45:45
22007,Tiger Boba,6.5,2025-02-23 11:47:15
22008,Green Tea; Green Tea,9.3,2025-02-23 11:49:30
22009,Iced Thai Tea (add Pudding); Fresh Matcha; Green Honey Tea; Coffee Milk Tea; Coffee Crema,31.35,2025-02-23 11:51:45
22010,Coffee Milk Tea; Coffee Milk Tea; Halo Halo; Halo Halo,26.4,2025-02-23 11:52:30
22011,Pearl Milk Tea (add Boba Pearls); Halo Halo (add Honey Jelly); Strawberry Matcha; Black Tea,25.4,2025-02-23 11:53:15
22012,Coffee Crema (add Pudding); Oolong Tea; Strawberry Matcha; Oolong Tea; Tiger Boba,29.55,2025-02-23 11:55:30
22013,Black Tea (add Honey Jelly); Black Tea (add Honey Jelly); Iced Thai Tea (add Pudding); Oolong Tea,22.95,2025-02-23 11:57:00
22014,Peach Tea (add Pudding); Coffee Milk Tea (add Boba Pearls); Iced Thai Tea (add Ice Cream); Coffee Crema; Coffee Milk Tea,34.5,2025-02-23 11:57:45
22015,Fresh Matcha (add Honey Jelly); Black Tea; Peach Tea,17.9,2025-02-23 11:58:30
22016,Black Honey Tea (add Boba Pearls); Strawberry Matcha (add Honey Jelly); Coffee Milk Tea; Halo Halo,26.05,2025-02-23 11:59:15
22017,Pearl Milk Tea; Thai Pearl Milk Tea; Strawberry Matcha; Lemonade; Halo Halo,30.7,2025-02-23 12:02:15
22018,Green Tea; Thai Pearl Milk Tea; Halo Halo; Coffee Milk Tea; Fresh Matcha,30.35,2025-02-23 12:03:00
22019,Fresh Matcha (add Ice Cream); Peach Tea (add Pudding); Green Tea (add Boba Pearls); Thai Pearl Milk Tea,25.9,2025-02-23 12:03:45
22020,Strawberry Matcha; Coffee Milk Tea,12.75,2025-02-23 12:04:30
22021,Tiger Boba (add Boba Pearls); Peach Tea (add Honey Jelly); Pearl Milk Tea; Coffee Crema; Fresh Matcha,32.8,2025-02-23 12:05:15
22022,Lemonade (add Boba Pearls); Green Honey Tea; Green Honey Tea; Coffee Crema; Peach Tea,28.4,2025-02-23 12:06:00
22023,Iced Thai Tea (add Pudding); Fresh Matcha; Green Honey Tea; Coffee Milk Tea; Thai Pearl Milk Tea,31.1,2025-02-23 12:08:15
22024,Oolong Tea (add Boba Pearls); Coffee Crema; Black Tea; Peach Tea; Halo Halo,29.75,2025-02-23 12:09:00
22025,Black Honey Tea (add Ice Cream); Oolong Tea (add Ice Cream); Iced Thai Tea,18.25,2025-02-23 12:13:30
22026,Pearl Milk Tea (add Honey Jelly); Pearl Milk Tea (add Boba Pearls); Coffee Milk Tea; Lemonade,24.55,2025-02-23 12:14:15
22027,Black Tea; Oolong Tea; Fresh Matcha,15.55,2025-02-23 12:15:45
22028,Green Tea (add Ice Cream); Tiger Boba; Black Tea,16.8,2025-02-23 12:16:30
22029,Black Honey Tea; Peach Tea; Pearl Milk Tea,16.9,2025-02-23 12:20:15
22030,Iced Thai Tea (add Boba Pearls); Pearl Milk Tea; Green Tea; Coffee Milk Tea; Black Honey Tea,29.05,2025-02-23 12:22:30
22031,Black Honey Tea; Fresh Matcha,11.1,2025-02-23 12:23:15
22032,Iced Thai Tea (add Ice Cream); Strawberry Matcha; Iced Thai Tea,21.0,2025-02-23 12:24:00
22033,Oolong Tea,4.65,2025-02-23 12:28:30
22034,Halo Halo (add Boba Pearls); Pearl Milk Tea (add Honey Jelly); Tiger Boba,20.75,2025-02-23 12:29:15
22035,Strawberry Matcha (add Honey Jelly); Strawberry Matcha; Black Honey Tea,18.6,2025-02-23 12:31:30
22036,Coffee Milk Tea,6.25,2025-02-23 12:32:15
22037,Strawberry Matcha,6.5,2025-02-23 12:33:00
22038,Fresh Matcha (add Pudding); Pearl Milk Tea,12.8,2025-02-23 12:35:15
22039,Coffee Crema (add Ice Cream); Peach Tea,13.75,2025-02-23 12:36:00
22040,Fresh Matcha (add Pudding); Green Tea,11.65,2025-02-23 12:39:45
22041,Peach Tea,6.25,2025-02-23 12:41:15
22042,Iced Thai Tea,6.75,2025-02-23 12:42:00
22043,Black Honey Tea,4.85,2025-02-23 12:43:30
22044,Fresh Matcha (add Pudding); Peach Tea; Tiger Boba; Pearl Milk Tea; Thai Pearl Milk Tea,31.8,2025-02-23 12:46:30
22045,Strawberry Matcha (add Pudding); Lemonade,12.45,2025-02-23 12:51:00
22046,Peach Tea,6.25,2025-02-23 12:51:45
22047,Black Tea (add Honey Jelly); Lemonade (add Honey Jelly); Thai Pearl Milk Tea,17.6,2025-02-23 12:52:30
22048,Fresh Matcha; Tiger Boba; Black Tea,17.4,2025-02-23 12:53:15
22049,Lemonade (add Ice Cream); Pearl Milk Tea,12.0,2025-02-23 12:54:45
22050,Peach Tea; Pearl Milk Tea; Fresh Matcha; Oolong Tea,22.95,2025-02-23 12:56:15
22051,Pearl Milk Tea; Iced Thai Tea; Halo Halo; Pearl Milk Tea; Green Tea,29.95,2025-02-23 13:00:45
22052,Green Tea (add Ice Cream); Strawberry Matcha (add Pudding); Coffee Crema; Thai Pearl Milk Tea; Pearl Milk Tea,31.45,2025-02-23 13:01:30
22053,Oolong Tea (add Ice Cream); Iced Thai Tea (add Pudding); Lemonade (add Honey Jelly); Strawberry Matcha; Pearl Milk Tea,31.4,2025-02-23 13:02:15
22054,Black Honey Tea; Lemonade,10.05,2025-02-23 13:03:45
22055,Black Tea,4.65,2025-02-23 13:05:15
22056,Black Honey Tea (add Boba Pearls); Tiger Boba,12.1,2025-02-23 13:08:15
22057,Thai Pearl Milk Tea,6.25,2025-02-23 13:11:15
22058,Green Honey Tea (add Ice Cream); Black Honey Tea (add Pudding); Green Tea,16.1,2025-02-23 13:14:15
22059,Pearl Milk Tea (add Honey Jelly); Strawberry Matcha,13.05,2025-02-23 13:15:00
22060,Iced Thai Tea (add Pudding); Pearl Milk Tea (add Pudding); Tiger Boba (add Pudding); Pearl Milk Tea; Black Honey Tea,31.95,2025-02-23 13:15:45
22061,Lemonade (add Ice Cream); Fresh Matcha; Black Tea; Halo Halo; Black Tea,28.7,2025-02-23 13:17:15
22062,Strawberry Matcha (add Honey Jelly); Black Tea (add Honey Jelly); Peach Tea; Black Honey Tea,23.75,2025-02-23 13:18:45
22063,Black Tea; Fresh Matcha; Peach Tea; Strawberry Matcha,23.65,2025-02-23 13:20:15
22064,Halo Halo (add Ice Cream); Oolong Tea; Black Tea; Fresh Matcha; Fresh Matcha,29.75,2025-02-23 13:21:00
22065,Strawberry Matcha (add Boba Pearls); Oolong Tea; Black Honey Tea,16.75,2025-02-23 13:24:45
22066,Lemonade,5.2,2025-02-23 13:25:30
22067,Peach Tea (add Honey Jelly); Strawberry Matcha,13.5,2025-02-23 13:27:45
22068,Oolong Tea; Green Honey Tea,9.5,2025-02-23 13:28:30
22069,Black Honey Tea (add Pudding); Black Tea (add Boba Pearls); Thai Pearl Milk Tea (add Honey Jelly); Halo Halo; Strawberry Matcha,31.45,2025-02-23 13:29:15
22070,Peach Tea (add Boba Pearls); Oolong Tea (add Ice Cream); Thai Pearl Milk Tea (add Boba Pearls); Peach Tea; Pearl Milk Tea,31.7,2025-02-23 13:30:00
22071,Oolong Tea,4.65,2025-02-23 13:31:30
22072,Green Tea (add Honey Jelly); Pearl Milk Tea,11.2,2025-02-23 13:32:15
22073,Coffee Crema; Lemonade; Black Honey Tea; Lemonade; Fresh Matcha,28.0,2025-02-23 13:33:45
22074,Fresh Matcha (add Pudding); Peach Tea (add Boba Pearls); Thai Pearl Milk Tea (add Boba Pearls); Black Honey Tea; Strawberry Matcha,32.35,2025-02-23 13:35:15
22075,Coffee Crema; Strawberry Matcha; Tiger Boba; Black Tea,24.15,2025-02-23 13:36:45
22076,Oolong Tea (add Ice Cream); Fresh Matcha,11.9,2025-02-23 13:39:00
22077,Iced Thai Tea (add Honey Jelly); Coffee Milk Tea (add Pudding); Oolong Tea,19.15,2025-02-23 13:39:45
22078,Coffee Milk Tea (add Ice Cream); Black Honey Tea (add Ice Cream); Oolong Tea; Iced Thai Tea; Black Tea,29.15,2025-02-23 13:40:30
22079,Coffee Crema,6.5,2025-02-23 13:41:15
22080,Strawberry Matcha; Green Honey Tea,11.35,2025-02-23 13:42:00
22081,Black Honey Tea (add Ice Cream); Tiger Boba (add Pudding); Iced Thai Tea; Peach Tea; Fresh Matcha,32.35,2025-02-23 13:48:00
22082,Green Tea (add Boba Pearls); Black Tea (add Ice Cream); Oolong Tea; Coffee Crema; Lemonade,27.4,2025-02-23 13:51:00
22083,Pearl Milk Tea; Black Honey Tea; Black Tea; Green Honey Tea; Lemonade,25.35,2025-02-23 13:51:45
22084,Tiger Boba (add Boba Pearls); Fresh Matcha; Black Honey Tea; Strawberry Matcha; Green Honey Tea,29.7,2025-02-23 13:52:30
22085,Coffee Crema,6.5,2025-02-23 13:54:45
22086,Black Honey Tea (add Honey Jelly); Coffee Crema (add Pudding); Oolong Tea; Oolong Tea; Pearl Milk Tea,27.95,2025-02-23 13:57:00
22087,Coffee Crema; Peach Tea; Coffee Crema,19.25,2025-02-23 13:58:30
22088,Fresh Matcha (add Boba Pearls); Green Tea (add Ice Cream); Tiger Boba; Thai Pearl Milk Tea,25.4,2025-02-23 14:00:00
22089,Oolong Tea (add Pudding); Strawberry Matcha (add Honey Jelly); Pearl Milk Tea (add Ice Cream); Black Honey Tea; Strawberry Matcha,30.8,2025-02-23 14:00:45
22090,Black Honey Tea (add Boba Pearls); Halo Halo; Black Tea; Coffee Milk Tea,23.45,2025-02-23 14:02:15
22091,Fresh Matcha,6.25,2025-02-23 14:03:45
22092,Black Tea; Strawberry Matcha,11.15,2025-02-23 14:05:15
22093,Lemonade; Pearl Milk Tea; Coffee Crema; Green Tea; Coffee Crema,28.65,2025-02-23 14:06:45
22094,Thai Pearl Milk Tea; Iced Thai Tea; Black Tea; Halo Halo,24.6,2025-02-23 14:08:15
22095,Peach Tea (add Honey Jelly); Black Honey Tea (add Boba Pearls); Green Tea; Iced Thai Tea; Thai Pearl Milk Tea,30.25,2025-02-23 14:09:00
22096,Pearl Milk Tea (add Boba Pearls); Black Tea (add Boba Pearls); Lemonade (add Boba Pearls); Lemonade,23.1,2025-02-23 14:10:30
22097,Iced Thai Tea; Oolong Tea; Thai Pearl Milk Tea; Halo Halo; Pearl Milk Tea,30.4,2025-02-23 14:12:00
22098,Halo Halo,6.95,2025-02-23 14:15:00
22099,Strawberry Matcha (add Ice Cream); Strawberry Matcha (add Pudding); Oolong Tea; Oolong Tea; Tiger Boba,30.55,2025-02-23 14:17:15
22100,Coffee Milk Tea; Halo Halo; Pearl Milk Tea,19.0,2025-02-23 14:18:00
22101,Green Honey Tea (add Ice Cream); Fresh Matcha (add Ice Cream); Green Tea (add Ice Cream); Lemonade,23.95,2025-02-23 14:19:30
22102,Green Tea (add Honey Jelly); Green Tea (add Ice Cream); Peach Tea,17.3,2025-02-23 14:21:00
22103,Tiger Boba (add Boba Pearls); Coffee Crema (add Boba Pearls); Coffee Milk Tea,20.75,2025-02-23 14:21:45
22104,Green Tea (add Honey Jelly); Halo Halo (add Boba Pearls); Coffee Milk Tea; Peach Tea,25.6,2025-02-23 14:23:15
22105,Oolong Tea,4.65,2025-02-23 14:25:30
22106,Halo Halo; Iced Thai Tea; Black Honey Tea,18.55,2025-02-23 14:28:30
22107,Pearl Milk Tea (add Honey Jelly); Peach Tea; Coffee Milk Tea; Black Honey Tea,23.9,2025-02-23 14:30:45
22108,Coffee Crema (add Honey Jelly); Oolong Tea; Strawberry Matcha; Black Tea; Halo Halo,30.0,2025-02-23 14:31:30
22109,Coffee Crema (add Pudding); Thai Pearl Milk Tea (add Pudding); Lemonade,19.45,2025-02-23 14:32:15
22110,Lemonade,5.2,2025-02-23 14:33:00
22111,Green Tea (add Honey Jelly); Black Tea; Pearl Milk Tea; Strawberry Matcha; Black Honey Tea,27.2,2025-02-23 14:34:30
22112,Tiger Boba,6.5,2025-02-23 14:35:15
22113,Coffee Milk Tea (add Honey Jelly); Tiger Boba (add Pudding); Green Tea; Tiger Boba,25.4,2025-02-23 14:36:45
22114,Fresh Matcha (add Boba Pearls); Green Tea; Green Honey Tea,16.5,2025-02-23 14:39:45
22115,Oolong Tea (add Ice Cream); Green Honey Tea (add Honey Jelly); Green Honey Tea,16.1,2025-02-23 14:41:15
22116,Black Honey Tea (add Honey Jelly); Black Tea (add Boba Pearls); Fresh Matcha,17.25,2025-02-23 14:42:00
22117,Halo Halo (add Pudding); Peach Tea,13.95,2025-02-23 14:44:15
22118,Black Honey Tea (add Honey Jelly); Lemonade,10.8,2025-02-23 14:45:00
22119,Peach Tea (add Ice Cream); Halo Halo (add Ice Cream); Black Honey Tea; Fresh Matcha; Strawberry Matcha,32.8,2025-02-23 14:45:45
22120,Fresh Matcha,6.25,2025-02-23 14:47:15
22121,Iced Thai Tea,6.75,2025-02-23 14:48:00
22122,Tiger Boba (add Pudding); Pearl Milk Tea,13.05,2025-02-23 14:49:30
22123,Peach Tea (add Boba Pearls); Lemonade,12.2,2025-02-23 14:53:15
22124,Tiger Boba (add Pudding); Lemonade,12.45,2025-02-23 14:54:45
22125,Black Honey Tea; Halo Halo,11.8,2025-02-23 14:56:15
22126,Black Tea (add Boba Pearls); Oolong Tea; Green Tea; Green Honey Tea; Pearl Milk Tea,25.35,2025-02-23 14:57:45
22127,Iced Thai Tea; Halo Halo; Fresh Matcha; Green Honey Tea; Green Tea,29.45,2025-02-23 14:59:15
22128,Oolong Tea (add Ice Cream); Oolong Tea; Coffee Crema; Fresh Matcha,23.05,2025-02-23 15:03:45
22129,Green Tea (add Boba Pearls); Tiger Boba,11.9,2025-02-23 15:05:15
22130,Green Honey Tea,4.85,2025-02-23 15:06:00
22131,Coffee Crema (add Honey Jelly); Peach Tea (add Ice Cream); Green Honey Tea (add Pudding); Black Tea,24.75,2025-02-23 15:09:45
22132,Black Tea,4.65,2025-02-23 15:11:15
22133,Oolong Tea (add Boba Pearls); Iced Thai Tea,12.15,2025-02-23 15:12:45
22134,Tiger Boba (add Boba Pearls); Lemonade (add Boba Pearls); Pearl Milk Tea (add Honey Jelly); Green Tea,24.4,2025-02-23 15:13:30
22135,Black Honey Tea; Pearl Milk Tea; Fresh Matcha,16.9,2025-02-23 15:14:15
22136,Coffee Crema (add Ice Cream); Green Honey Tea (add Ice Cream); Thai Pearl Milk Tea (add Pudding); Lemonade; Coffee Milk Tea,31.8,2025-02-23 15:17:15
22137,Iced Thai Tea; Halo Halo; Halo Halo; Peach Tea,26.9,2025-02-23 15:18:00
22138,Lemonade (add Ice Cream); Halo Halo (add Boba Pearls); Coffee Milk Tea; Black Tea,24.8,2025-02-23 15:21:45
